fear,"I was in the house at night and I heard a hyena crying outside. It cried for almost an hour and I feared it might break the window and enter inside the house."
guilt,"When I reproached my friend because I was myself low-spirited and disappointed."
disgust,"I was travelling, we were 15 person, one of them I met at the travel and didn't like her. One night I was asleep while she and her friends were talking too loud in the kitchen. I got up to ask for silence and since that day I felt constant disgust for her."
anger,"During a lecture, a colleague who did not know anything about the subject, got on my nerves asking silly questions."
anger,"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back."
guilt,Thinking about other things in a lecture.
fear,"When thieves broke into my house at night and held my wife and me on gun-point for at least ten minutes and took away a lot of property."
anger,"At school when I had a shouting argument with a friend over my ability to carry out a particular duty in the correct way without harming her."
sadness,"One night my father suddenly suffered from a heart attack which lead to breathing difficulties."
shame,Getting very low marks in mathematics.
joy,Passing my driver's examination (after two failures).
fear,"I was at the seaside and my brother disappeared for a couple of hours."
shame,"One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed."
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad."
anger,"Angry with my brother, who was making fun of me, teasing me."
joy,For instance when a girl is interested in me and likes me.
shame,"When, as an adult I have been caught lying or behaving badly."
joy,When a person that I like very much got near to me.
disgust,"Someone stole a K10 note and the teacher thought that it was me when I was not responsible for the theft."
fear,"At the age of 16 I had gone to see a film in a nearby village, about 8 kms  from my home.  I started walking as there was no bus.  I had to cross hills and as it was dark I could not identify the path.  Half way through it started raining and as there was no shelter I ran four kms to reach home."
shame,"I insulted the girl to whom I had proposed when she turned me down."
joy,My being admitted to UNZA.
sadness,"I have been thinking of changing my major for a few months.  My original major was Chinese language and it blocks my way.  I have to face many problems at the sametime and I do not know what is real and virtuous.  I do not know if I am not interested in Chinese or if there are other factors which make me sad.  I am not very clear on what I can do for the study of Communication and Journalism.  I am not clear about what I can do.  What are the limitations ?   I hesitate but I feel more adjusted now."
guilt,"This feeling of guilt really applies to moral/religious views. I (being Catholic) went against what I was brought up to believe in and had a sexual relationship with my boyfriend. Many months later, when I was doing some deeper self analysis I began to feel guilty and realized that I had gone against what I wanted for myself and my future."
joy,When passing the final examinations for social worker.
sadness,When my mother left for Kenya.
guilt,"I felt guilty after getting really angry with a friend and having an argument. I was being stubborn and proud, and selfish, because my friend let me down, through no fault of her own."
fear,"I watched a very terrfying film in LT2.  This film really pushed my heart out of my body and I was forced to go out before the second reel ended."
sadness,My father gave money to my brother but not to me.
sadness,"I was in a car accident on the way back from a weekend rowing regatta we'd won. 5 others were in the car. I thought I'd never be able to row again."
joy,"I felt glad to live again when I went to a meeting about the ""Knowledge"". There are 4 techniques of meditation that connect you with the essence of the human being."
shame,"When I did poorly on a test and I knew that there wasn't an excuse for not doing better. Made mistakes I could not believe I made."
joy,"When I finished my C.S. Project I was overjoyed. I felt relieved because it was due the next day and I was tired of looking at it."
guilt,"My mother always took my side. That brought about quarrels with my father. I knew she didn't like that and I felt very sorry for that."
guilt,"My mother misunderstood me and prevented me from doing something.  In return I did not talk to her for a few days, only later on I realized that what she had done had been for my good."
anger,"Last week I had planned to play tennis and had booked a tennis court.   However when I arrived at the university gym the clerk told me that the court was being used for lessons."
sadness,"I was in a hopeless situation in a dirty place. No study, no work, only loneliness."
shame,"When I was unable to respond to a welcome in my indigenous language of Maori at an important function where I was the only woman in the group and it was expected of me."
joy,"It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event."
fear,[ Never.]
anger,An unjust calumny concerning me.
shame,"I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends."
sadness,When I was told that my uncle had passed away.
shame,"My girl-friend and I live in one flat with another couple. We get along very well and usually we share everything. Once we two were sitting in our room and eating a cake when the others came in."
anger,"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him."
disgust,"When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel)."
guilt,When I stole something.
joy,Getting the top price in the football pools.
shame,"I was ashamed at myself when I saw that the other boys and girls   of my age earn a lot of money by doing very good and hard work. "
guilt,"During the military service, I lost a part of an equipment; I accused another person and he was rebuked and punished."
guilt,"I went to a friend's baptism as she became a Christian after me and I realized that she was more enthusiastic about her spiritual life than I was.  When I was with my brothers and sisters of Christ I had a guilty feeling which could not be dismissed easily.  When pepole asked me as to when I would be baptised my guilt feeling deepened."
joy,"A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly."
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him."
fear,Reading a horror story alone.
fear,"A few weeks back my daughter had very high fever and I was scared that it might lead to brain damage or convulsions."
disgust,"When I learned that a relative had been spreading rumours about me."
shame,China cannot buy your reference.
disgust,"I felt disgust when I kissed a guy that I know. I was on the outs with my boyfriend and this person appeared but he has nothing to do with me."
guilt,"Leaving a friend of mine alone at a dance - I felt I should have kept her company."
fear,"I was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily.  They were jumping and it seemed that they would come for me any time."
guilt,"When ,due to hunger and tiredness, I became generally irritated with my fiancee and made cutting remarks which really hurt him.  Later I realized that my unfounded irritation had hurt the person I love most on earth."
guilt,"I added a little   ?   to a yield in an experiment to get more of a yield."
disgust,"Being in a Malaysian city with my girlfriend coming out of a picture theatre - seeing her rush up to a taxi that a very old sick man was trying to get to. Seeing her take over the taxi."
guilt,"When a patient had died soon after I had told the guardian to wait outside the ward."
sadness,Guy I cared for went back to Canada to live.
disgust,A woman picked her nose and spit right next to me.
joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life."
joy,"I felt vvery happy when I was accepted at UNZA for my studies.  I had not expected this as I had been ill during the exams."
shame,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately)."
joy,"When I heard that someone who is very close to me did very well in the exams despite having fooled around a lot."
anger,"I was given an exam which I thought did not measure at all my ability or my knowledge of the subject."
shame,"When my best friend foud out I'd been lying about something I'd been doing behind her back."
anger,"Doing a group assignment and being left to do all the work and take the blame for any mistakes."
sadness,"When I realized that I was in hospital after a car accident and that I had a scleral tear in my left eye."
guilt,"I was once called in court in Zemba Traditional court to answer a charge of impregnanting a young lady, I felt guilty for she had some letters which I used to write her as an exhibit in court."
joy,Discussing psychology with my friends before the lecture.
sadness,"When my grandmother, my second mother died."
fear,"One night, when I got out from the University I saw two strange people near my car. When I got near, they moved away, and then came close again. I had a feeling that they were assaulters. After I left I discovered that the windshield was broken."
anger,Being insulted in public.
anger,"When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag."
guilt,"Two days after the above incident, I was thinking about my morally shameful act and I felt sorry for that incident, but it was too late, however I did realize this."
disgust,A girl I do not like kept coming to me and talking to me.
disgust,"In a certain occasion I saw a dog in the street eating something so strange gooey that I wasn't able to eat lunch because I remembered the scene all the time."
guilt,"When I realized that not all my friends like the comments that I pass in their presence."
shame,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt."
fear,"I was on my way home when suddenly Gule Wamkulu came from the bush and blocked the road. I was in fear and didn't know what to do."
fear,When I had to walk along a dark road alone.
anger,"My family told me to leave if I was not willing to accept the conditions they imposed on me."
fear,"One evening my father told me to go into the cellar and get him a beer. I was terribly frightened at the idea of a man sitting in the cellar and assaulting me. For my defence I took an empty bottle with me."
sadness,"When a girl did not answer a question, concerning my love for her, put forward to her."
sadness,"My sister, whom I like very much, asked me for a favour which I refused her for some flimsy reason. Some time later I felt sorry for that and something like sadness."
fear,"Afraid of getting alone without friends, without anybody."
fear,"The last time I was face to face with with the monstrous dog which lives in my street."
disgust,Some students trying to please the lecturer.
fear,"My mother, my sister and I were sitting in the sitting room and watching a film on TV. My father came home drunk and told us to turn off. When we did not do that he switched off the fuse and started shouting. We were sitting in the dark and I was afraid that he would do us a harm."
guilt,I felt guilty after stealing a cookery book from my colleagues.
joy,"When I was with the girl I love very much, for the graduatiion ball."
joy,When I was accepted as a student.
sadness,"When my family and I heard of the death of my grandfather.  We had  seen him a few weeks earlier and it seemed that he had just been waiting to see us."
guilt,"I didn't tell my parents exacly what had made me so late in getting home one night. I left out some details and somehow, I felt I had lied to them."
shame,Once when I said bad things concerning a friend.
disgust,When I saw a spider.
fear,"I was walking to my car at night and thought that I was being followed."
anger,"The government's announcement of the withdrawal of the student allowances in 1984."
sadness,When my grandparents moved to another part of the town.
shame,"I was nailed. I lied in connection with a book which I took from the library, because I had to keep it for a longer time."
joy,"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling."
disgust,When I read racist slogans on the walls.
joy,"Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year."
shame,Saw a beggar on the street (China still so poor).
fear,"When I saw the movie ""Poltergist""."
sadness,When my parents did not let me go on a study tour.
joy,"It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant."
joy,"When I was informed that a short story I had written had been accepted for publication."
disgust,"When I was denied my favourite dish at the dinning hall (shima with roast chicken), I felt disgusted."
disgust,"When I noticed two spiders running on the floor in different directions."
anger,My roommate being unconsiderate.
fear,Ran into a parking car on a bicycle.
shame,"The fact that I was pregnant. I was always considered level headed and did not have sex until 18 and out of high school."
fear,"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault."
joy,"When my son returned from mountaineering - healthy in body and soul."
guilt,"I was so excited once that I told my classmate that she was old, this hurt her and I felt guilty."
shame,In a party of friends I got completely drunk.
guilt,"I went shopping with my mother and sister (17 years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister."
fear,"Crossing a street of several ways the cars began to move and I thought that I was going to be trampled."
joy,"When my elder sister had a baby girl.  She was the first girl in the family after 19 years of baby boys."
fear,"I had been drinking with a pal and I later (1 o' clock) had a date  with my fiancee.  We were going to a Spanish lesson and I was afraid that she would smell that I had been drinking."
joy,"When my boyfriend last told me he loved me after I gave him an impulsive kiss."
fear,"I was in form five at the boarding school and my friends and I had gone drinknig beer in the nearby village.  And we were caught red handed there by a form master."
anger,"When the dean of UNZA asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at UNZA."
joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me."
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me."
sadness,"When I read the diary of the girl with whom I was living, it was about another boy with whom she had been going around some time back."
guilt,"When I blamed my niece for misplacing my book, she denied having touched or seen it but I carried on insisting that it was her."
sadness,I was not chosen for the All English class.
guilt,When I offended my parents without wanting it.
sadness,When my elder brother died.
joy,"I felt joy when I saw my daughter after a separation of twenty days."
joy,"When I was selected to this university despite my having studyied in difficulty throughout my secondary school days."
anger,"I typed up a letter for this physician at work. She didn't care for my style, even though she was not using correct English. I told her it was her letter and we would do it her way."
guilt,"When I beat up a first year student at my secondary school in my capacity as the deputy head boy.  He had woken up late in the  morning for manual work."
fear,[ No response.]
shame,"I was watching T.V with my parents and some pornographic scenes came on, I felt uncomfortable and tried to distract my parents attention by talking to them."
disgust,When somebody made me touch human faeces.
sadness,"When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind."
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home."
sadness,I didn't get the job I wanted.
fear,When my dog ran out on thin ice last spring.
shame,"The mother of a friend of mine passed by me and saw me sitting on a boy's lap.  I tried to greet her but could not help blushing."
fear,"I was driving and stopped at a stop light. I was planning to make a right turn as soon as it was clear. It was clear on the left so I started but a man was just in front of the car."
sadness,Disappointed by a friend.
disgust,"A few days after I had finished the relationship with my boyfriend, we had a quarrel. Then he hit me. At that moment I found him disgusting."
joy,"Having passed the exam required to be an authorized Radio/TV dealer."
shame,"I was embarassed at the exam in microbiology. I was ashamed with myself - how little I knew and how good was the examinor. I rarely become ashamed."
guilt,"Some boys told me your nickname is ""Little Girl Doctor"", I did not tell them off and laughed with them."
sadness,A break-up with someone I really liked.
joy,The day I learnt that I had been admitted to the university.
anger,"Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night."
fear,[ Never experienced.]
joy,"Receiving a letter form a girl that means a lot to me emotionally."
joy,"I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school."
fear,[ Uncertainty about my own abilities in an exam.]
fear,"Fights that I see in the middle of the street, robberies, fear of darkness when going home."
joy,Accepted by the college football team.
shame,"When I am in an auditorium with people and I ask a silly question so that everyone starts to laugh."
fear,I am afraid before an exam or colloquium.
shame,"I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen."
sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown."
anger,"When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law."
disgust,"When I was still a child, I saw a horror film on TV in which there was a rotten human skull."
shame,Parents finding out I smoked.
anger,"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor."
shame,"When I was twelve I was babysitting some children but I did not act very responsibly and one of them was injured."
anger,"I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not."
fear,Walking in the dark I saw something strange.
fear,"I felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money.  I was looking at the man with his hand on the trigger."
fear,"When diving deep into the sea to reach the floor I felt breathless. I was cautious but I doubted I should be able to come to the surface and inhale."
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist."
sadness,"Losing my girlfriend who made an end to our relationship. By this I lost an important source of support, certainty and joyful moments. I cried very intensly when that happened."
fear,"A ""near-accident"" in a car, driving too fast on an icy road."
disgust,"My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time."
anger,"My class leader told me I am not chosen for your English lectures."
disgust,"Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat."
sadness,Finding out that my best friend could not go to university.
anger,"My friends promised me that they would definitely call me to tell me if they were visiting me or not."
sadness,"I had had a farewell party at the place where I had been working for a year.  That night I could not fall off to sleep.  I was sad thinking that I would not see my nice fellow workers again."
sadness,"When I noticed obvious marks of old age (in a negative sense) on a close relative of mine."
disgust,"In a lift a drunken, fat and untidy man tried to make advances at me."
fear,"Stranded in the north of Fraser Island with a submerged 4 WD hire vehicle."
joy,"When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks."
disgust,Overeating a traditional type of food - blood pudding.
fear,While paddling in the river during a storm.  I feared drowning.
guilt,"When in grade 3, late home from school every day for weeks because of harassment from a grade 7 boy I lied to mother about why I was home late."
sadness,"When I came to know that my grandmother had died.  She was very close to me."
fear,"We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was."
fear,When they threatened me with a knife to take my money.
sadness,When my grandmother died.
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia."
sadness,Failed an examn.
fear,"My illness a few years back.  I was sevely down with malaria and asthma, I had lost my health, charm and cheerfulness completely."
joy,"My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too."
sadness,"A friend of mine called me when I was not at home.  I phoned her back to know what she wanted and she told me that she had dialled the wrong number."
sadness,"I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise."
shame,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed."
fear,"Once, when I was very young, my mother left me alone in the house and came back very late."
joy,When I got a letter from home.
disgust,"A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more.  However there was nothing important in the conversation and I found the person very disgusting."
joy,Finding out that I am not ill (not seriously).
shame,"When I sat in the wrong discussion section in the beginning of the semester. I insisted on being in the right section and the TA's list should have included my name. When I found out that I was in the wrong, I apologized, turned red and left."
joy,When I passed the B.A exams with first class results.
fear,"When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time."
anger,"Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic."
sadness,Finding out that the girl I like does not like me.
guilt,"Recently when I made a slip and blurted out indecent words in my mother's presence."
disgust,My brother caught a spider and let his frog eat it.
joy,Our basketball team is undefeated in league play (4-0) currently.
disgust,"When I was touring Asia with my present football team, I saw old Europeans with young asiatic prostitutes."
shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family."
fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me."
guilt,"The cat of my landlady escaped through the window which I had left open."
joy,"My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission."
sadness,My uncle died - I felt sad at the funeral.
anger,"When my dad told me about something he had done against my mother."
joy,Joy at meeting a woman I love very much.
sadness,I feel sad about an event I can not influence.
guilt,My younger sister was almost run over by a lorry.
sadness,"My sister was in a hospital, later in the evening we received the information that she had died."
anger,"When I saw a big man hit another one, and nobody did anything."
shame,Fooling around with this guy I did not know.
guilt,"I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me."
disgust,"I had intercourse with someone and then I realized that what I had done was wrong and it disgusted me."
disgust,"I was in the cafeteria at the university and a class-mate told me that a friend of hers had had all her teeth taken out because of an infection caused by her eating a rat's nail in her hamburger."
joy,"When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own."
joy,Scoared a goal in a football match.
disgust,"We had a birthday party with 5 friends. One of us frequently used hard drugs. On the party I discovered that the other 3 friends also used them. While we agreed we would help the big user to stop using it."
fear,"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close."
but I felt that I was not able to express myself very well - I felt ashamed and blushed."
guilt,"Going out with another girl besides my girlfriend and not telling her."
joy,"The day the results of the university entrance exam was published, I found my canditate number and I was very excited."
sadness,"I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training."
anger,When friends try to put me down or hurt me.  
joy,When my girlfriend became pregnant.
sadness,"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She desappeared for a few minutes, and a little after appeared with an other man."
shame,"When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend."
disgust,"I found out accidentaly that while my uncle was away in Canada, my aunt had been bedding a young man on a regular basis."
disgust,"Some students whose English is worse than mine can go to your lectures (English lectures)."
joy,I asked someone to go out and she accepted right away.
fear,"The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled."
guilt,When I committed the sin of immorality mentioned before.
anger,"I felt angry when I was told that I had not been selected to go to the University."
guilt,"When I had an argument with my grandfather the day my younger brother was born."
sadness,My father left us for another woman.
joy,Got in touch with earlier friends after a long absence.
sadness,"Two little children (5/6 years old) begging for money, and noone gave them money."
anger,"I was angry at my brother over an argument we had together.  We do have a few fights from time to time, and also at times I take out my anger on him."
anger,"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent."
fear,Not applicable to myself.
fear,"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end."
joy,"When I passed standard 8 exams I jumped, rolled over the ground."
anger,"My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so."
fear,"I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again."
disgust,"Having been unjustly punished, I feel disgust towards the person responsible."
joy,When I pass an exam.
shame,"I felt shame when I had to talk with a person that I hadn't seen for many years. Shame that he wouldn't recognize me or that I wouldn't know what to say."
disgust,"I was disgusted at the way the bus conductor threw out an old woman oiut of the mini-bus simply because she could not pay the fare for her luggage."
joy,When I entered University.
fear,"When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest."
sadness,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it."
sadness,"I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened."
shame,"After failing a second attempt at Med 4, following a number of difficult personal circumstances."
joy,"My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me."
shame,"When a certain girl I believed to be my life partner refused an engagement."
shame,I made a comment that at the moment didn't fit.
sadness,"My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too."
sadness,"When I learnt that my brother-in-law had been poisoned by his friends and that he was dead."
sadness,My father died last year after an 8-week severe illness.
guilt,"I wasn't able to see my girlfriend on her birthday and because I was late arriving home from uni, I didn't phone her as arranged at a certain time (she rang in the meantime)."
anger,"One of my first boyfriends got mad at me because a lot of my close friends were guys and he didn't want me to see them anymore because he was jealous."
disgust,"I was disgusted with the behaviour of one of my fellow students during my Secondary School life. He was a habitual noise-maker and caused great conflicts with the teachers."
anger,"When I argue with my boyfriend, I feel as though he feels superior to me."
disgust,Saw Chinese people flattering foreigners.
guilt,"Incomprehension and repression towards a child's behaviour, commonly not accepted, and making the child cry."
sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy."
anger,My bicycle was demolished.
sadness,"I was told by a good friend that we couldn't be friends any more because of his relationship with another girl."
fear,"As a child - stepping on a rusty nail - being told that I might get tetanus."
joy,"On my 18th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test."
fear,"A terrible cloud-burst started when we were camping in a tent on a great bald field."
guilt,"A girl whom I hadn't seen for a period of time told me that she had been pregnant and had an abortion - I was the father."
sadness,"The holidays come to an end, and the next day we had to go back to University and to the exams."
anger,When someone took my pen away.
joy,"After 10 days of hard work and having suffered many changes I passed my last exam."
disgust,"I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much."
shame,"I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am."
sadness,"I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion."
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them."
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment."
joy,"When I received a letter from a woman I thought had not ever cared for me.  This was when I needed her and I was overjoyed to learn that it was me who was delaying things."
fear,When I broke my leg I felt fear.
sadness,"When summer is over and I have to leave the town where I spend my holidays."
joy,"When in the end of a semester I got the approval in a matter that I judged very difficult."
anger,When a thief broke into my house and stole some valuable goods.
anger,""" I have been hearing rumours that you have not been allowing people in your room,"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word."
sadness,"One day, I was home and there was a phone call informing me that some of my relatives had died in an accident."
joy,"On holidays - just driving along a road beautiful scenery. Just with my boyfriend - not really talking but just feeling overwhelmed."
disgust,I felt disgust when I saw a dead animal on the roadway.
sadness,I felt sad when I was despised by another person.
guilt,When one lets friends down
joy,Receiving a nice present from my parents.
sadness,"When my father passed away in 1978.  I was left alone with my mother who was very sick so I had to go and live with my aunt, who is very short tempered, till my mother was discharged from the hospital."
guilt,"My mom told me not to gamble, but I did anyway. Sometimes I would even take some money from my parents and brother. She found out and yelled at me."
anger,When my brother was held up and robbed.
sadness,"Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others."
sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away."
anger,"The last day of school is traditionally celebrated by singing a song about all the students who are leaving.  In the song about me, there were things which irritated me a lot."
shame,Not doing my share of the work for the house job.
anger,"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence."
joy,Selling my used car.
sadness,"My cat was sick and I had to take him to the vet to be put down - no one else there to do it."
guilt,"When I didn't bring my girlfriend home one night. Later she told me that a cardriver solicited her."
fear,Walking home in the dark from college.
joy,"When my friend told me that he would come and meet me in a moment."
disgust,"When a close relative got quite drunk. It was a relative that I had respected for a long time and looked up to as a child."
guilt,"I am not good enough to join any team to play sport for the class."
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer."
fear,First time in anatomy.
guilt,"When I behaved improperly - fought in a public place.  Afterwards, I felt guilty about my conduct."
disgust,"The time when I cleaned the house and everything was tidy, then my cousin, who is 4 years old, came with a muddy pot and made a mess of the whole thing."
anger,"This was when I found out that a cousin of mine had taken away my trousers without my consent."
joy,"I was very glad when I learned I was a student already. I heard about it over the phone, I didn't believe it at first."
disgust,"When I heard of the assassination of the Indian prime-minister, Indira Gandhi."
guilt,"When I had promised to do some washing for my mother and I did not do it.  She did it herself despite her being ill.  I felt very guilty."
shame,"A daughter in court for staff pilfering, she was dressed like a ""street walker"" - I had a friend form overseas with me and was falsely trying to impress with my family."
anger,"Mr C took my drawing pens, without having asked for my permission first, and lost them.  He did not tell me about it till I asked him and then did not try to find them."
shame,"I was ashamed of the way I deceived that I could not help a friend, although it was absolutely possible for me. Nothing was revealed but I haven't called up this person since then."
sadness,"A colleague's 17 year old daughter is seriously ill with cancer and has only a year to live.  I  heard about it 6 weeks ago."
joy,When I passed the first examination that I had to repeat.
sadness,When my girlfriend told me that she wanted to leave me.
fear,"A friend and I were going to have a study session together in which we quiz ourselves in biology material. Because I believed I didn't study enough. I feared I would fail."
guilt,"When I realized that I was not working hard enough and was not being useful as an individual to the society or the family, guilt at spending money on uncalled for activities - in short wasting my life."
guilt,I offended my mother.
disgust,"After learning on the news about this man who killed more than 300 women and habitually copulated into their inert bodies."
fear,"English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad."
anger,Had an argument with my classmate for borrowed books.
shame,"When I was in a bus on my way to the examination centre, a man    sitting opposite me kept looking at me continously.  I did not know  what was wrong.  When I reached the  centre I started strolling around  as I still had a little time.  Suddenly a man came and whispered ""You  have forgotten to zip up your trousers.""  I was at a loss to say anything  and I felt very embarrassed.  When I thought of the bus incident I felt  even more ashamed."
anger,"At a school dance when my supposed ""best friend"" kept walking away from me whenever I came near her."
anger,"My mother told me that I could not go to the mountains.  Despite my age, as long as I am in her house I must do what she says."
sadness,"Not being chosen for the English lectures (my girl-friend chosen)."
joy,"When I was a student at the Institute doing my M.Phil degree, one of my professors called me before the convocation and told me ""You have got the gold-medal (first rank) in the university and tomorrow you will be on T.V""."
fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer hunter"")"
joy,"When my mother was tremendous on the phone and we talked for hours. She was in a good mood."
anger,"When a kid dropped my father's radio cassette player, which he had just repaired."
shame,"The girl with whom I was going around had been forbidden to be alone with me in the house.  We paid no attention to this prohibition but one day her parents appeared and I jumped out of the window.  They saw me."
shame,"I arrived late at a seminar concerning my major subject at university, although I had been appointed to formally oppose the paper which was being presented."
sadness,Thinking about friends overseas.
joy,"When I was told that they had got tickets for me for a film marathon I wanted to see."
